"product_review","word","n","sentiment"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","excited",8,"anticipation"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","excited",8,"joy"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","excited",8,"positive"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","excited",8,"surprise"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","excited",8,"trust"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","hope",8,"anticipation"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","hope",8,"joy"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","hope",8,"positive"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","hope",8,"surprise"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","hope",8,"trust"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","inexpensive",8,"positive"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","lost",8,"negative"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","lost",8,"sadness"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","neutral",8,"anticipation"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","neutral",8,"trust"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","pull",8,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","breakfast",8,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","center",8,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","center",8,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","cream",8,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","cream",8,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","cream",8,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","cream",8,"surprise"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","creative",8,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","disappointing",8,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","disappointing",8,"sadness"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","enjoy",8,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","enjoy",8,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","enjoy",8,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","enjoy",8,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","expecting",8,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","indent",8,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","inexpensive",8,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","practice",8,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","prefer",8,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","prefer",8,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","weigh",8,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","weigh",8,"trust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","avoid",8,"fear"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","avoid",8,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","beautiful",8,"joy"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","beautiful",8,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","blast",8,"anger"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","blast",8,"fear"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","blast",8,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","blast",8,"surprise"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","bother",8,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","deal",8,"anticipation"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","deal",8,"joy"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","deal",8,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","deal",8,"surprise"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","deal",8,"trust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","expect",8,"anticipation"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","expect",8,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","expect",8,"surprise"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","expect",8,"trust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","expired",8,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","hate",8,"anger"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","hate",8,"disgust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","hate",8,"fear"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","hate",8,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","hate",8,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","pleasant",8,"anticipation"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","pleasant",8,"joy"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","pleasant",8,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","pleasant",8,"surprise"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","pleasant",8,"trust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","pop",8,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","pop",8,"surprise"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","radiant",8,"joy"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","radiant",8,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","special",8,"joy"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","special",8,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","unbearable",8,"disgust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","unbearable",8,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","unbearable",8,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","unique",8,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","unique",8,"surprise"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","worse",8,"fear"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","worse",8,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","worse",8,"sadness"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","charm",8,"positive"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","effort",8,"positive"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","expect",8,"anticipation"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","expect",8,"positive"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","expect",8,"surprise"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","expect",8,"trust"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","fear",8,"anger"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","fear",8,"fear"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","fear",8,"negative"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","fits",8,"anger"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","fits",8,"negative"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","giving",8,"positive"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","helpful",8,"joy"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","helpful",8,"positive"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","helpful",8,"trust"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","hit",8,"anger"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","hit",8,"negative"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","reason",8,"positive"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","shape",8,"positive"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","comfort",7,"anticipation"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","comfort",7,"joy"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","comfort",7,"positive"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","comfort",7,"trust"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","dirty",7,"disgust"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","dirty",7,"negative"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","disappointing",7,"negative"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","disappointing",7,"sadness"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","fault",7,"negative"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","fault",7,"sadness"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","favorite",7,"joy"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","favorite",7,"positive"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","favorite",7,"trust"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","leave",7,"negative"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","leave",7,"sadness"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","leave",7,"surprise"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","luxurious",7,"joy"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","luxurious",7,"positive"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","machine",7,"trust"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","measured",7,"positive"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","measured",7,"trust"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","plan",7,"anticipation"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","wear",7,"negative"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","wear",7,"trust"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","weight",7,"anticipation"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","weight",7,"disgust"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","weight",7,"fear"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","weight",7,"joy"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","weight",7,"negative"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","weight",7,"positive"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","weight",7,"sadness"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","weight",7,"surprise"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","weight",7,"trust"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","worn",7,"negative"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","worn",7,"sadness"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","attachment",7,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","choice",7,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","completely",7,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","eat",7,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","effort",7,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","endless",7,"anger"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","endless",7,"fear"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","endless",7,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","endless",7,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","endless",7,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","endless",7,"sadness"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","endless",7,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","included",7,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","intended",7,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","intended",7,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","pay",7,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","pay",7,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","pay",7,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","pay",7,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","professional",7,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","professional",7,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","sticky",7,"disgust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","tired",7,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","trash",7,"disgust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","trash",7,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","trash",7,"sadness"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","trick",7,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","trick",7,"surprise"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","beneficial",7,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","butt",7,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","chance",7,"surprise"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","hell",7,"anger"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","hell",7,"disgust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","hell",7,"fear"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","hell",7,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","hell",7,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","hot",7,"anger"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","hurt",7,"anger"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","hurt",7,"fear"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","hurt",7,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","hurt",7,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","impossible",7,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","impossible",7,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","slimy",7,"disgust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","slimy",7,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","swear",7,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","swear",7,"trust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","treat",7,"anger"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","treat",7,"anticipation"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","treat",7,"disgust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","treat",7,"fear"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","treat",7,"joy"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","treat",7,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","treat",7,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","treat",7,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","treat",7,"surprise"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","treat",7,"trust"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","clever",7,"positive"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","extra",7,"positive"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","gifted",7,"positive"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","pleased",7,"joy"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","pleased",7,"positive"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","save",7,"joy"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","save",7,"positive"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","save",7,"trust"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","serve",7,"negative"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","serve",7,"trust"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","suggest",7,"trust"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","trash",7,"disgust"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","trash",7,"negative"
"OXO Good Grips 3-in-1 Avocado Slicer - Green","trash",7,"sadness"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","afraid",6,"fear"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","afraid",6,"negative"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","cold",6,"negative"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","crawl",6,"disgust"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","crawl",6,"negative"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","difficult",6,"fear"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","disappointment",6,"disgust"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","disappointment",6,"negative"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","disappointment",6,"sadness"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","fall",6,"negative"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","fall",6,"sadness"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","falling",6,"negative"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","falling",6,"sadness"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","job",6,"positive"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","lovely",6,"anticipation"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","lovely",6,"joy"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","lovely",6,"positive"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","lovely",6,"sadness"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","lovely",6,"surprise"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","lovely",6,"trust"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","reason",6,"positive"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","shape",6,"positive"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","suggest",6,"trust"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","ugly",6,"disgust"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","ugly",6,"negative"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","wait",6,"anticipation"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","wait",6,"negative"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","waste",6,"disgust"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","waste",6,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","avoid",6,"fear"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","avoid",6,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","careful",6,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","change",6,"fear"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","coming",6,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","compact",6,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","complain",6,"anger"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","complain",6,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","complain",6,"sadness"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","delivery",6,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","delivery",6,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","fairly",6,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","fairly",6,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","main",6,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","opposed",6,"anger"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","opposed",6,"fear"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","opposed",6,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","plan",6,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","star",6,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","star",6,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","star",6,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","star",6,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","suggest",6,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","surprised",6,"surprise"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","watch",6,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","watch",6,"fear"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","wonderful",6,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","wonderful",6,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","wonderful",6,"surprise"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","wonderful",6,"trust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","benefit",6,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","continue",6,"anticipation"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","continue",6,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","continue",6,"trust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","decent",6,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","dirty",6,"disgust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","dirty",6,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","disappointing",6,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","disappointing",6,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","eligible",6,"positive"
