"product_review","word","n","sentiment"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","tree",2,"positive"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","tree",2,"surprise"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","tree",2,"trust"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","trip",2,"surprise"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","tripping",2,"anger"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","tripping",2,"negative"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","tripping",2,"sadness"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","trust",2,"trust"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","versus",2,"anger"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","versus",2,"negative"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","winner",2,"anticipation"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","winner",2,"joy"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","winner",2,"positive"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","winner",2,"surprise"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","wont",2,"anticipation"
"Cozy Shag Collection Grey Solid Shag Rug (3'3""X4'7"") Contemporary Living and Bedroom Soft Shaggy Area Rug","wrinkled",2,"sadness"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","ability",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","achieve",2,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","achieve",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","achieve",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","actual",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","advance",2,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","advance",2,"fear"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","advance",2,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","advance",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","advance",2,"surprise"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","ahead",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","annoying",2,"anger"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","annoying",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","balanced",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","bargain",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","bargain",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","birthday",2,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","birthday",2,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","birthday",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","birthday",2,"surprise"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","blast",2,"anger"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","blast",2,"fear"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","blast",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","blast",2,"surprise"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","board",2,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","bout",2,"anger"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","bout",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","broil",2,"anger"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","broil",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","brother",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","brother",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","butt",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","carefully",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","child",2,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","child",2,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","child",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","clue",2,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","companion",2,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","companion",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","companion",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","consistency",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","consistency",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","contact",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","continue",2,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","continue",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","continue",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","cracked",2,"anger"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","cracked",2,"fear"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","cracked",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","crap",2,"disgust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","crap",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","customer",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","deformed",2,"disgust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","deformed",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","deformed",2,"sadness"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","destroying",2,"anger"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","destroying",2,"fear"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","destroying",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","destroying",2,"sadness"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","dexterity",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","difficulty",2,"anger"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","difficulty",2,"fear"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","difficulty",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","difficulty",2,"sadness"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","disappointment",2,"disgust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","disappointment",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","disappointment",2,"sadness"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","enjoying",2,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","enjoying",2,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","enjoying",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","enjoying",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","excess",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","experienced",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","experienced",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","fair",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","fault",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","fault",2,"sadness"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","fixed",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","forget",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","gap",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","gem",2,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","gem",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","graduation",2,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","graduation",2,"fear"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","graduation",2,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","graduation",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","graduation",2,"surprise"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","graduation",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","grinding",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","hot",2,"anger"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","hurry",2,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","instruction",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","instruction",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","knowing",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","late",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","late",2,"sadness"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","learning",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","leave",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","leave",2,"sadness"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","leave",2,"surprise"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","level",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","level",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","lie",2,"anger"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","lie",2,"disgust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","lie",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","lie",2,"sadness"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","lovely",2,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","lovely",2,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","lovely",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","lovely",2,"sadness"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","lovely",2,"surprise"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","lovely",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","loving",2,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","loving",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","loving",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","machine",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","marked",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","mindful",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","model",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","mouth",2,"surprise"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","operation",2,"fear"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","operation",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","opportunity",2,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","opportunity",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","outstanding",2,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","outstanding",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","outstanding",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","perfection",2,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","perfection",2,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","perfection",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","perfection",2,"surprise"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","perfection",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","perk",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","pick",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","planning",2,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","planning",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","planning",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","preparation",2,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","prepared",2,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","prepared",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","prepared",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","proof",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","proper",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","provide",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","provide",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","punch",2,"anger"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","punch",2,"fear"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","punch",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","punch",2,"sadness"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","punch",2,"surprise"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","question",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","seasoned",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","silly",2,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","silly",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","skip",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","slimy",2,"disgust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","slimy",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","smash",2,"anger"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","smash",2,"fear"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","smash",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","spent",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","straightforward",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","straightforward",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","strength",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","strength",2,"trust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","superior",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","surprisingly",2,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","surprisingly",2,"surprise"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","swelling",2,"fear"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","swelling",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","symmetrical",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","tough",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","tough",2,"sadness"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","ultimately",2,"anticipation"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","ultimately",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","unable",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","unable",2,"sadness"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","uniformly",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","versus",2,"anger"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","versus",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","warning",2,"fear"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","wasted",2,"anger"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","wasted",2,"disgust"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","wasted",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","wise",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","wonderfully",2,"joy"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","wonderfully",2,"positive"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","wonderfully",2,"surprise"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","worse",2,"fear"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","worse",2,"negative"
"Cuisinart CSBP-100 3-in-1 Stuffed Burger Press, Black","worse",2,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","accurate",2,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","accurate",2,"trust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","acid",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","adverse",2,"anger"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","adverse",2,"disgust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","adverse",2,"fear"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","adverse",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","adverse",2,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","alarming",2,"fear"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","alarming",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","alarming",2,"surprise"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","anxiety",2,"anger"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","anxiety",2,"anticipation"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","anxiety",2,"fear"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","anxiety",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","anxiety",2,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","arrival",2,"anticipation"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","bitch",2,"anger"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","bitch",2,"disgust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","bitch",2,"fear"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","bitch",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","bitch",2,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","blame",2,"anger"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","blame",2,"disgust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","blame",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","blemish",2,"anger"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","blemish",2,"disgust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","blemish",2,"fear"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","blemish",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","blemish",2,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","blue",2,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","bottom",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","bottom",2,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","build",2,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","bum",2,"disgust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","bum",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","bum",2,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","bummer",2,"anger"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","bummer",2,"disgust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","bummer",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","burnt",2,"disgust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","burnt",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","buzz",2,"anticipation"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","buzz",2,"fear"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","buzz",2,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","cautious",2,"anticipation"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","cautious",2,"fear"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","cautious",2,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","cautious",2,"trust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","congestion",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","crap",2,"disgust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","crap",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","customer",2,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","cystic",2,"disgust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","damages",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","damages",2,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","dangerous",2,"fear"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","dangerous",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","delight",2,"anticipation"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","delight",2,"joy"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","delight",2,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","delivery",2,"anticipation"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","delivery",2,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","determined",2,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","die",2,"fear"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","die",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","die",2,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","diminish",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","diminish",2,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","disappear",2,"fear"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","dislike",2,"anger"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","dislike",2,"disgust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","dislike",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","eat",2,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","endure",2,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","error",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","error",2,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","excess",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","exciting",2,"anticipation"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","exciting",2,"joy"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","exciting",2,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","exciting",2,"surprise"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","experiment",2,"anticipation"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","experiment",2,"surprise"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","fault",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","fault",2,"sadness"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","fire",2,"fear"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","fits",2,"anger"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","fits",2,"negative"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","food",2,"joy"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","food",2,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","food",2,"trust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","formula",2,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","formula",2,"trust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","fragrant",2,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","generous",2,"joy"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","generous",2,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","generous",2,"trust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","gifted",2,"positive"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","greasy",2,"disgust"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","healing",2,"anticipation"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","healing",2,"joy"
"Elizavecca Milky Piggy Carbonated Bubble Clay Mask","healing",2,"positive"
